trip_id,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance,fare_amount
1332,2025-01-05 14:55:00,2025-01-05 15:05:00,40.64626169930912,-74.08031359494728,40.68566893256265,-73.96691309968188,1.0,0.63,44.24
1333,2025-01-05 15:00:00,2025-01-05 15:10:00,40.74382718020408,-73.95550064837165,40.732266602442834,-74.00803445650297,4.0,14.45,52.01
1334,2025-01-05 15:05:00,2025-01-05 15:15:00,40.71350477170986,-73.99803434938487,40.64870424825181,-74.0787637385086,5.0,24.9,82.09
1335,2025-01-05 15:10:00,2025-01-05 15:20:00,40.72059857910634,-74.01073604343004,40.708284562261866,-74.01601098037128,1.0,9.4,21.31
1336,2025-01-05 15:15:00,2025-01-05 15:25:00,40.79297474038117,-74.08214922800933,40.72158135004396,-73.91267797656786,4.0,12.55,31.72
1337,2025-01-05 15:20:00,2025-01-05 15:30:00,40.72342763892532,-74.0489894335999,40.75589838205129,-73.89685558301161,3.0,1.64,45.09
1338,2025-01-05 15:25:00,2025-01-05 15:35:00,40.73289440052166,-73.94006742634335,40.7856302696397,-74.03185432058723,1.0,14.36,34.96
1339,2025-01-05 15:30:00,2025-01-05 15:40:00,40.83553727636092,-74.01042994990166,40.68110869686947,-74.04566508652916,5.0,5.41,23.41
1340,2025-01-05 15:35:00,2025-01-05 15:45:00,40.68930977209548,-73.98608007670636,40.70918786908954,-74.02290059784336,5.0,0.58,98.59
1341,2025-01-05 15:40:00,2025-01-05 15:50:00,40.66010586181908,-74.04397660066577,40.71075345862788,-73.90990497893831,0.0,17.16,22.0
1342,2025-01-05 15:45:00,2025-01-05 15:55:00,40.72138981991236,-74.00145273181127,40.732468742969424,-73.95789531487662,2.0,3.86,78.08
1343,2025-01-05 15:50:00,2025-01-05 16:00:00,40.72194955146945,-74.068607602406,40.72687015428207,-73.92679574337042,0.0,2.71,55.8
1344,2025-01-05 15:55:00,2025-01-05 16:05:00,40.67366423040269,-73.9950058872856,40.77125027801499,-73.9500659121551,4.0,5.86,22.12
1345,2025-01-05 16:00:00,2025-01-05 16:10:00,40.64838014902226,-73.9814679551365,40.58343516348896,-74.06596820921125,6.0,3.61,37.69
1346,2025-01-05 16:05:00,2025-01-05 16:15:00,40.815492221104506,-73.98396926364074,40.72090105391116,-74.0474423914811,6.0,15.65,15.81
1347,2025-01-05 16:10:00,2025-01-05 16:20:00,40.7163421735194,-74.04517924152451,40.72437055045121,-74.03480865722432,2.0,6.82,14.21
1348,2025-01-05 16:15:00,2025-01-05 16:25:00,40.663385730929896,-74.01710254920502,40.688238538373504,-74.02609873454675,1.0,16.84,44.99
1349,2025-01-05 16:20:00,2025-01-05 16:30:00,40.74579651511398,-73.97314029270092,40.58679951287522,-74.03391534964749,2.0,13.74,91.35
1350,2025-01-05 16:25:00,2025-01-05 16:35:00,40.69454274242194,-74.0105718797639,40.69695019446132,-74.02809824349197,0.0,8.97,49.53
1351,2025-01-05 16:30:00,2025-01-05 16:40:00,40.68735592768411,-74.01436526911701,40.6644719618655,-73.96797548349865,2.0,5.0,69.56
1352,2025-01-05 16:35:00,2025-01-05 16:45:00,40.72811364359573,-73.90482661956872,40.78389777049619,-73.99321018257065,4.0,16.88,17.99
1353,2025-01-05 16:40:00,2025-01-05 16:50:00,40.635405886588416,-74.04754945594331,40.7187645684914,-73.93901109609148,0.0,13.21,106.12
1354,2025-01-05 16:45:00,2025-01-05 16:55:00,40.71763136019586,-73.94597907659555,40.66022575862529,-73.98740808424215,5.0,18.08,41.66
1355,2025-01-05 16:50:00,2025-01-05 17:00:00,40.79564774038659,-74.05773403317525,40.597367749760245,-74.03381382280554,5.0,12.75,25.15
1356,2025-01-05 16:55:00,2025-01-05 17:05:00,40.723308883109866,-73.96726094571143,40.72953088411092,-73.99057690242576,2.0,20.09,44.37
1357,2025-01-05 17:00:00,2025-01-05 17:10:00,40.68118939481083,-73.9645923720938,40.73480745968718,-74.07556552315681,5.0,13.83,116.44
1358,2025-01-05 17:05:00,2025-01-05 17:15:00,40.67464473597859,-74.02551825775285,40.68921115744232,-74.11559186035691,3.0,20.37,76.71
1359,2025-01-05 17:10:00,2025-01-05 17:20:00,40.67948300133275,-74.0608738426431,40.730183774107786,-73.96783939183486,6.0,13.83,17.16
1360,2025-01-05 17:15:00,2025-01-05 17:25:00,40.68730186609761,-74.09852166019017,40.68258647357684,-73.9490844970603,3.0,24.05,21.95
1361,2025-01-05 17:20:00,2025-01-05 17:30:00,40.68110967336209,-74.03075567544627,40.75336076375841,-73.99639352894701,4.0,21.36,92.24
1362,2025-01-05 17:25:00,2025-01-05 17:35:00,40.74581557205373,-73.97368906760238,40.74963424178853,-74.01956528049382,5.0,6.5,101.91
1363,2025-01-05 17:30:00,2025-01-05 17:40:00,40.61333954483956,-74.05388140785497,40.61805373142985,-74.06709351030175,1.0,18.26,12.65
1364,2025-01-05 17:35:00,2025-01-05 17:45:00,40.743100002520606,-73.99515257095382,40.630240407802944,-73.94165374849477,4.0,3.47,37.37
1365,2025-01-05 17:40:00,2025-01-05 17:50:00,40.68101567374288,-74.07382148989554,40.801564086152176,-73.97537349343375,5.0,22.8,8.53
1366,2025-01-05 17:45:00,2025-01-05 17:55:00,40.71884738928477,-74.0116944096052,40.74660981750136,-73.98544132256765,1.0,8.77,17.54
1367,2025-01-05 17:50:00,2025-01-05 18:00:00,40.64365060448996,-74.05735219520993,40.63688094974857,-74.00024118919477,5.0,12.04,19.12
1368,2025-01-05 17:55:00,2025-01-05 18:05:00,40.76643155334247,-74.00389902509473,40.62148099807886,-74.02347853593908,1.0,0.71,54.15
1369,2025-01-05 18:00:00,2025-01-05 18:10:00,40.7622817480086,-74.02505397348038,40.71038860328051,-74.05566414456557,4.0,21.72,4.48
1370,2025-01-05 18:05:00,2025-01-05 18:15:00,40.74797952628751,-74.05951830681188,40.64288423040634,-73.98736479233257,2.0,23.71,86.45
1371,2025-01-05 18:10:00,2025-01-05 18:20:00,40.624262261210326,-74.03294367389445,40.68416463060376,-74.02692624561966,4.0,11.87,50.19
1372,2025-01-05 18:15:00,2025-01-05 18:25:00,40.74145605355331,-74.0467078431121,40.69763604051997,-74.0211980521148,1.0,4.86,49.95
1373,2025-01-05 18:20:00,2025-01-05 18:30:00,40.720242754381786,-74.06569623501187,40.69547808055677,-73.91410771174316,5.0,17.41,115.55
1374,2025-01-05 18:25:00,2025-01-05 18:35:00,40.619736437643375,-73.94586270873553,40.75632691408913,-74.00240386967074,0.0,7.56,41.74
1375,2025-01-05 18:30:00,2025-01-05 18:40:00,40.69878513081146,-74.01800874322255,40.79173781195628,-74.12264777423795,2.0,24.01,7.83
1376,2025-01-05 18:35:00,2025-01-05 18:45:00,40.71822672445167,-74.11011127245368,40.6760541073584,-74.0267729221706,5.0,7.92,50.37
1377,2025-01-05 18:40:00,2025-01-05 18:50:00,40.72780376369116,-74.03116404037974,40.64346704180984,-74.05007258740403,0.0,14.48,57.64
1378,2025-01-05 18:45:00,2025-01-05 18:55:00,40.70886306834745,-73.95426441430908,40.71944230774918,-74.00696098502728,5.0,1.43,58.05
1379,2025-01-05 18:50:00,2025-01-05 19:00:00,40.71456157084237,-74.03806793166287,40.78157400572214,-74.07122161989695,2.0,24.75,57.26
1380,2025-01-05 18:55:00,2025-01-05 19:05:00,40.77368056961266,-73.92511280609332,40.67983924218302,-73.97831841863535,1.0,14.49,42.11
1381,2025-01-05 19:00:00,2025-01-05 19:10:00,40.76130169549554,-74.04283310274808,40.74251794460071,-74.01480332635664,5.0,24.39,66.91
1382,2025-01-05 19:05:00,2025-01-05 19:15:00,40.55664725231087,-73.97482959720918,40.6581432203733,-74.02378562801927,5.0,7.66,104.87
1383,2025-01-05 19:10:00,2025-01-05 19:20:00,40.68412807225812,-73.94816807077045,40.70106356840501,-73.9925190679313,6.0,13.27,44.92
1384,2025-01-05 19:15:00,2025-01-05 19:25:00,40.691767448622805,-73.97749030138444,40.641902885885,-74.00383284238933,3.0,0.66,65.6
1385,2025-01-05 19:20:00,2025-01-05 19:30:00,40.61239507136366,-74.06872469873205,40.70054160302397,-74.00673550174987,1.0,19.32,102.16
1386,2025-01-05 19:25:00,2025-01-05 19:35:00,40.70470915291162,-74.04712342884608,40.69417725106423,-74.01120933454749,4.0,4.33,49.64
1387,2025-01-05 19:30:00,2025-01-05 19:40:00,40.762437888620525,-73.94149645048067,40.73040614495811,-74.00101571083017,4.0,10.75,18.95
1388,2025-01-05 19:35:00,2025-01-05 19:45:00,40.64567160702048,-74.0402305728166,40.78890308043448,-73.98284119641856,6.0,16.82,53.6
1389,2025-01-05 19:40:00,2025-01-05 19:50:00,40.716820046934494,-73.95121617430489,40.68055522895454,-73.98910148515057,5.0,2.24,62.04
1390,2025-01-05 19:45:00,2025-01-05 19:55:00,40.65420882613518,-74.02151423609075,40.60001354263272,-73.94365602107266,2.0,19.63,104.62
1391,2025-01-05 19:50:00,2025-01-05 20:00:00,40.66640439881602,-73.99292813403905,40.68989480554102,-74.02733447867618,3.0,20.18,102.8
1392,2025-01-05 19:55:00,2025-01-05 20:05:00,40.7738696817085,-74.06930536385104,40.71496588117442,-73.98809370529668,4.0,13.38,92.91
1393,2025-01-05 20:00:00,2025-01-05 20:10:00,40.67287210899441,-74.03041337873563,40.71009500441284,-73.87769489618518,5.0,15.2,47.77
1394,2025-01-05 20:05:00,2025-01-05 20:15:00,40.72311062445053,-74.04376531902199,40.69212885948574,-74.00204768135038,2.0,2.54,35.4
1395,2025-01-05 20:10:00,2025-01-05 20:20:00,40.60643909419695,-73.98872001747209,40.77438574703982,-74.00010898463607,1.0,11.33,54.65
1396,2025-01-05 20:15:00,2025-01-05 20:25:00,40.79311587806975,-73.99534012101421,40.7068107269934,-74.06316930908557,6.0,21.06,40.39
1397,2025-01-05 20:20:00,2025-01-05 20:30:00,40.73013262231533,-73.97686750518771,40.69476018674403,-74.03566052415701,6.0,2.41,117.65
1398,2025-01-05 20:25:00,2025-01-05 20:35:00,40.69087500786749,-74.02452612515464,40.661114693658455,-74.00531830558344,2.0,24.72,12.88
1399,2025-01-05 20:30:00,2025-01-05 20:40:00,40.7287773255,-74.04651150356473,40.61266446563295,-73.97332731824272,0.0,12.25,62.18
1400,2025-01-05 20:35:00,2025-01-05 20:45:00,40.62950902855261,-73.99086354572279,40.7164615968159,-73.96754183986667,4.0,0.52,47.94
1401,2025-01-05 20:40:00,2025-01-05 20:50:00,40.75912653708764,-74.05147944515035,40.712270894993374,-73.98368630131205,0.0,8.63,93.37
1402,2025-01-05 20:45:00,2025-01-05 20:55:00,40.68380076122518,-73.94607887367887,40.64703347325359,-73.95979509930578,1.0,12.62,72.78
1403,2025-01-05 20:50:00,2025-01-05 21:00:00,40.68979652424758,-74.00572611932945,40.69778138202241,-74.04996714782428,3.0,23.98,10.04
1404,2025-01-05 20:55:00,2025-01-05 21:05:00,40.67541721925173,-74.01630675548525,40.69280742832365,-73.97555416822911,2.0,17.69,81.78
1405,2025-01-05 21:00:00,2025-01-05 21:10:00,40.67096742986272,-73.97689121886249,40.66877497377954,-73.9993323483648,0.0,14.61,60.64
1406,2025-01-05 21:05:00,2025-01-05 21:15:00,40.73473353058142,-74.00381822497158,40.66033446434254,-73.99375522350584,2.0,24.17,75.1
1407,2025-01-05 21:10:00,2025-01-05 21:20:00,40.71279534250522,-74.08290258584177,40.72025408355525,-74.01811594010117,4.0,7.52,13.71
1408,2025-01-05 21:15:00,2025-01-05 21:25:00,40.73258740707016,-74.05307149496947,40.688709414922485,-74.04765151697798,5.0,9.62,62.64
1409,2025-01-05 21:20:00,2025-01-05 21:30:00,40.699560265525726,-73.94711456480677,40.67045032042861,-74.06075764840664,5.0,19.25,64.82
1410,2025-01-05 21:25:00,2025-01-05 21:35:00,40.725659990553865,-73.99580578260777,40.65691639871316,-73.98396640997971,2.0,14.94,20.11
1411,2025-01-05 21:30:00,2025-01-05 21:40:00,40.67905756280375,-74.08407839011817,40.69350074671188,-73.97510741632655,4.0,5.63,74.91
1412,2025-01-05 21:35:00,2025-01-05 21:45:00,40.81148659207048,-73.98239439666425,40.74622417844349,-74.00647851380518,2.0,18.83,109.34
1413,2025-01-05 21:40:00,2025-01-05 21:50:00,40.62160347917848,-74.02796294099349,40.71033200371068,-74.0007406762178,4.0,6.83,5.97
1414,2025-01-05 21:45:00,2025-01-05 21:55:00,40.76304686617815,-74.04372499762543,40.68814389890128,-74.03601053640308,0.0,14.06,32.59
1415,2025-01-05 21:50:00,2025-01-05 22:00:00,40.76839537253605,-74.0572436362817,40.71542452122842,-73.97484691241308,2.0,21.43,41.5
1416,2025-01-05 21:55:00,2025-01-05 22:05:00,40.65739205970172,-73.95000352643406,40.76821925073338,-73.99696872063343,2.0,7.02,66.68
1417,2025-01-05 22:00:00,2025-01-05 22:10:00,40.8114636805278,-74.09827491860027,40.72452070175901,-74.01828069162713,4.0,19.08,89.59
1418,2025-01-05 22:05:00,2025-01-05 22:15:00,40.74977451414727,-74.04187660372197,40.71301004907865,-73.95669583014428,1.0,21.56,80.34
1419,2025-01-05 22:10:00,2025-01-05 22:20:00,40.74855695034115,-73.99399366170444,40.731926475212994,-73.96774902779329,2.0,8.07,57.03
1420,2025-01-05 22:15:00,2025-01-05 22:25:00,40.701401109351295,-73.92108184655483,40.69209931317389,-74.07679344736512,3.0,5.08,115.32
1421,2025-01-05 22:20:00,2025-01-05 22:30:00,40.68913869208907,-73.97230709018248,40.70920339103848,-73.9975424761094,4.0,21.67,43.0
1422,2025-01-05 22:25:00,2025-01-05 22:35:00,40.689529558648026,-74.04230123077664,40.67555222880603,-74.0479118173441,2.0,11.77,94.73
1423,2025-01-05 22:30:00,2025-01-05 22:40:00,40.71952652981598,-73.92353232729467,40.62247233393322,-73.9930239197484,6.0,7.92,99.65
1424,2025-01-05 22:35:00,2025-01-05 22:45:00,40.770059313751695,-74.06775616998524,40.71714179261937,-74.15759230702895,6.0,0.46,14.81
1425,2025-01-05 22:40:00,2025-01-05 22:50:00,40.70906571089307,-73.98673319173224,40.71733400422178,-73.99014279626891,4.0,5.01,8.13
1426,2025-01-05 22:45:00,2025-01-05 22:55:00,40.65442781884314,-73.97561076771238,40.68561435208649,-73.96440080895795,3.0,12.92,118.4
1427,2025-01-05 22:50:00,2025-01-05 23:00:00,40.74122135311925,-74.04405577916002,40.75179105343009,-74.00553957131682,3.0,20.76,44.94
1428,2025-01-05 22:55:00,2025-01-05 23:05:00,40.74605753731974,-73.96512034740559,40.66391983395692,-74.05823592527591,0.0,12.66,81.2
1429,2025-01-05 23:00:00,2025-01-05 23:10:00,40.73273297642239,-74.02569450644705,40.61143077940677,-73.90218148395725,2.0,7.06,6.42
1430,2025-01-05 23:05:00,2025-01-05 23:15:00,40.73727494532625,-73.9652428786241,40.66514420770724,-73.94220197336766,5.0,23.24,92.37
1431,2025-01-05 23:10:00,2025-01-05 23:20:00,40.68645359349211,-74.09197977462931,40.6229530348724,-74.0265530692802,4.0,9.36,44.2
1432,2025-01-05 23:15:00,2025-01-05 23:25:00,40.65355054164348,-73.98325119548856,40.71690181777453,-74.01305119077347,0.0,4.24,71.01
1433,2025-01-05 23:20:00,2025-01-05 23:30:00,40.65659032846796,-74.02060533363468,40.66239610651472,-74.09905154161733,0.0,23.64,8.62
1434,2025-01-05 23:25:00,2025-01-05 23:35:00,40.61822683757711,-73.9425148108516,40.7492344596248,-73.97632996681553,5.0,10.03,15.62
1436,2025-01-05 23:35:00,2025-01-05 23:45:00,40.69582756083867,-73.93753852331399,40.6537512953381,-73.9666817281994,2.0,20.78,67.84
1437,2025-01-05 23:40:00,2025-01-05 23:50:00,40.67800061477352,-73.97461936174835,40.65959465683724,-73.94870290381621,6.0,7.34,93.91
1438,2025-01-05 23:45:00,2025-01-05 23:55:00,40.55221905878275,-74.0063754229524,40.72672198263419,-74.00351318534722,0.0,13.31,21.87
1439,2025-01-05 23:50:00,2025-01-06 00:00:00,40.637634126515294,-73.96061653451929,40.7489919890724,-74.0532226883432,5.0,21.68,41.35
1440,2025-01-05 23:55:00,2025-01-06 00:05:00,40.75604203257016,-73.96029707677364,40.59936896941885,-73.93754916328041,6.0,6.55,102.58
1441,2025-01-06 00:00:00,2025-01-06 00:10:00,40.66676869999685,-73.97640449977544,40.71408354350148,-73.99989152716333,3.0,22.38,71.56
1442,2025-01-06 00:05:00,2025-01-06 00:15:00,40.718029583882846,-74.11461506873125,40.59012047035784,-73.99533873100378,3.0,4.95,81.28
1443,2025-01-06 00:10:00,2025-01-06 00:20:00,40.63046572850124,-74.04912802453822,40.67257419450507,-74.04657669017764,1.0,21.39,27.15
1444,2025-01-06 00:15:00,2025-01-06 00:25:00,40.771935274117965,-73.9307947076747,40.754682840394814,-73.9903473030824,5.0,9.96,68.03
1445,2025-01-06 00:20:00,2025-01-06 00:30:00,40.69279861699727,-74.06279729277176,40.85048850667097,-74.01014562862602,5.0,13.79,88.88
1446,2025-01-06 00:25:00,2025-01-06 00:35:00,40.71450201982418,-73.95587694249672,40.68805880829255,-74.06642439021385,2.0,13.87,23.21
1447,2025-01-06 00:30:00,2025-01-06 00:40:00,40.816288989594085,-73.96467736716102,40.637644206081504,-73.93300038575236,1.0,5.28,38.03
1448,2025-01-06 00:35:00,2025-01-06 00:45:00,40.77582200502948,-74.0362876180791,40.67432539127925,-73.91204374473416,3.0,4.49,4.04
1449,2025-01-06 00:40:00,2025-01-06 00:50:00,40.68467171893565,-74.09976158135584,40.70330348440202,-73.94908988360649,3.0,17.84,115.66
1450,2025-01-06 00:45:00,2025-01-06 00:55:00,40.67033899075648,-74.02844562989739,40.66648793802306,-73.95655834069882,2.0,20.67,107.81
1451,2025-01-06 00:50:00,2025-01-06 01:00:00,40.68372274942403,-73.89609924781836,40.65375881620101,-73.91174479197048,5.0,3.6,13.79
1452,2025-01-06 00:55:00,2025-01-06 01:05:00,40.72549491242383,-74.04316386461046,40.67865749967638,-74.05237488745112,2.0,18.84,100.37
1453,2025-01-06 01:00:00,2025-01-06 01:10:00,40.694738793287456,-74.03971286722997,40.71977886331126,-74.05297517061821,0.0,8.31,66.88
1454,2025-01-06 01:05:00,2025-01-06 01:15:00,40.68023779274983,-74.04987912051548,40.69152955304718,-74.02071970753276,5.0,14.94,115.85
1455,2025-01-06 01:10:00,2025-01-06 01:20:00,40.773359062535455,-73.93926077617252,40.65591985999535,-73.98510728163204,5.0,13.46,62.61
1456,2025-01-06 01:15:00,2025-01-06 01:25:00,40.69428950541111,-74.01214578558125,40.66649687501571,-74.01463119193014,0.0,18.64,27.19
1457,2025-01-06 01:20:00,2025-01-06 01:30:00,40.81497945465187,-74.03129531144745,40.67930707251648,-74.05099961547974,4.0,13.64,103.18
1458,2025-01-06 01:25:00,2025-01-06 01:35:00,40.70453712818761,-73.92932629914023,40.65002868012079,-73.99971718308946,3.0,2.52,112.75
1459,2025-01-06 01:30:00,2025-01-06 01:40:00,40.78926591971124,-73.97102529560323,40.66464275018061,-74.00471898733555,4.0,7.12,65.09
1460,2025-01-06 01:35:00,2025-01-06 01:45:00,40.71786597113553,-74.04596451208552,40.73218180003019,-73.9579338052066,1.0,10.07,50.7
1461,2025-01-06 01:40:00,2025-01-06 01:50:00,40.74814802866248,-74.0611791955531,40.68848395193873,-73.9977729896082,1.0,14.39,93.69
1462,2025-01-06 01:45:00,2025-01-06 01:55:00,40.66376944742412,-73.942091501756,40.61232565204581,-74.09522805724667,3.0,4.4,12.85
1463,2025-01-06 01:50:00,2025-01-06 02:00:00,40.65731203887064,-73.99916059181291,40.75124743495325,-73.98072659555763,0.0,8.57,101.6
1464,2025-01-06 01:55:00,2025-01-06 02:05:00,40.72298529775075,-74.0774532009928,40.72083599098926,-73.9209107299819,1.0,1.77,103.71
1465,2025-01-06 02:00:00,2025-01-06 02:10:00,40.74942766212327,-74.08915578434468,40.63084335181264,-73.9985536352942,0.0,8.2,37.61
1466,2025-01-06 02:05:00,2025-01-06 02:15:00,40.70201282510003,-74.05580193575999,40.68173104969431,-73.95065206877598,2.0,12.9,4.32
1467,2025-01-06 02:10:00,2025-01-06 02:20:00,40.635680333245816,-74.06197422940515,40.66039505854712,-74.02525618291982,6.0,23.42,4.15
1468,2025-01-06 02:15:00,2025-01-06 02:25:00,40.63198708168554,-74.10230384854508,40.73384528545398,-73.97171254698098,3.0,4.61,117.43
1469,2025-01-06 02:20:00,2025-01-06 02:30:00,40.62864317989069,-74.05497534933242,40.68141738869762,-74.03722946096266,5.0,0.88,94.31
1470,2025-01-06 02:25:00,2025-01-06 02:35:00,40.61161889435304,-74.04595402808219,40.6963613333057,-74.01232495118434,5.0,9.55,44.97
1471,2025-01-06 02:30:00,2025-01-06 02:40:00,40.70547426797236,-74.02313406441922,40.69054027900789,-74.01193138077475,0.0,15.27,107.06
1472,2025-01-06 02:35:00,2025-01-06 02:45:00,40.756252196085406,-73.91535449774362,40.625993273513735,-73.97616549518378,6.0,15.27,107.4
1473,2025-01-06 02:40:00,2025-01-06 02:50:00,40.699329210653765,-74.01334216360492,40.77026980839786,-74.04120784058462,1.0,8.77,109.26
1474,2025-01-06 02:45:00,2025-01-06 02:55:00,40.58697926213311,-74.00837874188721,40.733116502859176,-74.0732442392278,1.0,1.13,61.71
1475,2025-01-06 02:50:00,2025-01-06 03:00:00,40.69046197698327,-73.97453723181005,40.66263081994751,-73.97649439096858,4.0,22.99,98.99
1476,2025-01-06 02:55:00,2025-01-06 03:05:00,40.69186005016837,-74.01186590355333,40.70959309604977,-73.97837372962286,3.0,12.64,7.4
1477,2025-01-06 03:00:00,2025-01-06 03:10:00,40.80479993751128,-73.97999235180566,40.748705895742376,-73.99437567348492,1.0,19.46,21.72
1478,2025-01-06 03:05:00,2025-01-06 03:15:00,40.627143104354026,-73.98596925615242,40.70278705063788,-73.95335558209274,2.0,10.04,77.0
1479,2025-01-06 03:10:00,2025-01-06 03:20:00,40.68046611987004,-73.99387057172004,40.77783770933341,-74.01013192346792,2.0,20.82,15.17
1480,2025-01-06 03:15:00,2025-01-06 03:25:00,40.78529263402723,-73.86167669577905,40.845892542095896,-73.98593252810721,4.0,19.66,8.07
1481,2025-01-06 03:20:00,2025-01-06 03:30:00,40.72249891706733,-73.95444370779778,40.693693913204434,-74.01749593719057,5.0,2.56,15.68
1482,2025-01-06 03:25:00,2025-01-06 03:35:00,40.72816565367582,-74.05408609923533,40.67087351284796,-74.01293058176466,2.0,1.47,56.17
1483,2025-01-06 03:30:00,2025-01-06 03:40:00,40.70572922185119,-73.98148889069054,40.65052953739897,-73.98298917894556,2.0,3.91,60.13
1484,2025-01-06 03:35:00,2025-01-06 03:45:00,40.71649717693287,-74.03958684033299,40.58932126884524,-73.88666952355429,0.0,20.61,111.34
1485,2025-01-06 03:40:00,2025-01-06 03:50:00,40.73888047651393,-73.977687461797,40.76240725257249,-73.9628851197377,6.0,6.88,52.35
1486,2025-01-06 03:45:00,2025-01-06 03:55:00,40.65952568405537,-74.06875937085542,40.68232530949684,-73.97256953751626,4.0,10.02,63.18
1487,2025-01-06 03:50:00,2025-01-06 04:00:00,40.74390292894541,-74.0553889724042,40.74376778737351,-73.9613280296466,1.0,14.54,98.5
1488,2025-01-06 03:55:00,2025-01-06 04:05:00,40.631349849155725,-73.98280462187549,40.753822608544446,-74.11738889335967,0.0,16.37,98.32
1489,2025-01-06 04:00:00,2025-01-06 04:10:00,40.71641839864158,-73.9501165443201,40.64595148850345,-73.98404110806229,6.0,10.77,41.21
1490,2025-01-06 04:05:00,2025-01-06 04:15:00,40.70893704816432,-73.97486778256236,40.653459290262745,-73.95447631540755,0.0,11.34,87.77
1491,2025-01-06 04:10:00,2025-01-06 04:20:00,40.6691853455904,-73.95729413327324,40.78723434447252,-73.99577866940142,1.0,8.34,106.65
1492,2025-01-06 04:15:00,2025-01-06 04:25:00,40.69886573623372,-73.9813090720618,40.69649674251032,-74.00215880149773,6.0,2.53,99.34
1493,2025-01-06 04:20:00,2025-01-06 04:30:00,40.66887299236672,-73.99137519504838,40.66698562314407,-74.04699694454597,2.0,3.88,41.42
1494,2025-01-06 04:25:00,2025-01-06 04:35:00,,-74.02518466371292,40.64774133525479,-74.02167051962579,6.0,22.27,89.58
1495,2025-01-06 04:30:00,2025-01-06 04:40:00,40.68231926291932,-73.95934990956415,40.692927210979946,-74.04167477267661,3.0,24.38,89.32
1496,2025-01-06 04:35:00,2025-01-06 04:45:00,40.64480056823142,-73.94875603835867,40.77539472104892,-73.95002465773429,3.0,20.67,31.32
1497,2025-01-06 04:40:00,2025-01-06 04:50:00,40.71613987320467,-74.00315578456649,40.73427189908816,-73.92491661057267,6.0,7.78,81.36
1498,2025-01-06 04:45:00,2025-01-06 04:55:00,40.64249572529239,-74.00584630208893,40.709088117315545,-73.90324669647653,0.0,4.62,13.29
1499,2025-01-06 04:50:00,2025-01-06 05:00:00,40.735598851149554,-73.9204297094139,40.77942604717956,-74.04249971892864,2.0,12.83,35.08
1500,2025-01-06 04:55:00,2025-01-06 05:05:00,40.64092604660356,-74.00102108899081,40.76978875824853,-74.0334206230218,2.0,2.55,6.32
1501,2025-01-06 05:00:00,2025-01-06 05:10:00,40.67168525422096,-73.9962157064817,40.71670611053613,-74.0374847582029,5.0,22.89,18.32
1502,2025-01-06 05:05:00,2025-01-06 05:15:00,40.668769829589245,-73.97578870461236,40.838805982876806,-74.05092780658092,2.0,19.25,15.45
1503,2025-01-06 05:10:00,2025-01-06 05:20:00,40.76625733644374,-74.00489031279771,40.68762884222033,-74.05012090960358,6.0,24.35,113.77
1504,2025-01-06 05:15:00,2025-01-06 05:25:00,40.71651449728083,-74.04101701613716,40.75490142485796,-74.02577474381404,5.0,21.43,22.17
1505,2025-01-06 05:20:00,2025-01-06 05:30:00,40.68941330987278,-73.98110172122382,40.680350169747896,-73.95627612368965,6.0,10.34,11.49
1506,2025-01-06 05:25:00,2025-01-06 05:35:00,40.72493597205349,-74.00193775050111,40.74514242182097,-74.0358917624248,5.0,7.99,90.78
1507,2025-01-06 05:30:00,2025-01-06 05:40:00,40.59464038263352,-73.90788751217627,40.68758064082176,-73.94734598901182,5.0,20.89,78.88
1508,2025-01-06 05:35:00,2025-01-06 05:45:00,40.697843320517954,-73.96057757248538,40.72306841579585,-73.93162660746863,2.0,14.78,77.42
1509,2025-01-06 05:40:00,2025-01-06 05:50:00,40.79987570889024,-74.02977411432215,40.81950679549413,-73.9857451754553,5.0,21.99,107.36
1510,2025-01-06 05:45:00,2025-01-06 05:55:00,40.70661732532014,-73.96354698904048,40.74759259006907,-73.93854345740407,2.0,8.26,80.98
1511,2025-01-06 05:50:00,2025-01-06 06:00:00,40.70339565845847,-73.98460670826346,40.72384205563449,-74.06806301476647,2.0,13.75,81.19
1512,2025-01-06 05:55:00,2025-01-06 06:05:00,40.72740641898211,-73.93452868490273,40.661264860391086,-74.02790932856246,1.0,11.67,56.46
1513,2025-01-06 06:00:00,2025-01-06 06:10:00,40.74478026216572,-74.02622271064145,40.70941143522517,-73.99052917258871,6.0,4.74,69.18
1514,2025-01-06 06:05:00,2025-01-06 06:15:00,40.60012666535551,-73.99056619258202,40.64959987492128,-73.98883829897595,5.0,13.62,92.62
1515,2025-01-06 06:10:00,2025-01-06 06:20:00,40.61588367591045,-74.00495468245462,40.744348817411854,-73.92853837375719,0.0,2.27,45.02
1516,2025-01-06 06:15:00,2025-01-06 06:25:00,40.71051456455431,-73.99707602884709,40.74309388198449,-74.04994226749027,2.0,9.5,7.22
1517,2025-01-06 06:20:00,2025-01-06 06:30:00,40.66425617190513,-74.0442599474502,40.691018227704326,-74.02684777867933,4.0,13.43,52.9
